driver,driver_number,lap,lap_time,sector1,sector2,sector3,tyre,tyre_life,fresh_tyre,stint,position,pit_in,pit_out,speed_i1,speed_i2,speed_fl,speed_st,is_personal_best
LEC,16,14.0,76.63,20.011,36.164,20.455,MEDIUM,14.0,True,1.0,2.0,,,203.0,190.0,255.0,275.0,False
LEC,16,15.0,76.042,19.885,35.894,20.263,MEDIUM,15.0,True,1.0,2.0,,,206.0,193.0,255.0,276.0,True
LEC,16,16.0,75.743,19.822,35.824,20.097,MEDIUM,16.0,True,1.0,2.0,,,206.0,193.0,256.0,277.0,True
LEC,16,17.0,75.268,19.763,35.624,19.881,MEDIUM,17.0,True,1.0,2.0,,,205.0,194.0,257.0,276.0,True
LEC,16,18.0,74.821,19.559,35.385,19.877,MEDIUM,18.0,True,1.0,2.0,,,209.0,194.0,257.0,277.0,True
LEC,16,19.0,75.516,19.547,35.916,20.053,MEDIUM,19.0,True,1.0,1.0,,,207.0,190.0,258.0,278.0,False
LEC,16,20.0,74.807,19.437,35.334,20.036,MEDIUM,20.0,True,1.0,1.0,,,210.0,194.0,258.0,279.0,True
LEC,16,21.0,75.782,19.631,36.113,20.038,MEDIUM,21.0,True,1.0,1.0,,,197.0,191.0,258.0,279.0,False
LEC,16,22.0,92.412,19.607,36.094,36.711,MEDIUM,22.0,True,1.0,3.0,5150.97,,204.0,188.0,,280.0,False
LEC,16,23.0,80.099,23.227,36.554,20.318,HARD,1.0,True,2.0,3.0,,5174.501,192.0,188.0,256.0,276.0,False
LEC,16,24.0,76.02,19.794,36.084,20.142,HARD,2.0,True,2.0,3.0,,,204.0,192.0,257.0,276.0,False
LEC,16,25.0,74.618,19.451,35.251,19.916,HARD,3.0,True,2.0,3.0,,,211.0,194.0,257.0,277.0,True
LEC,16,26.0,74.714,19.421,35.402,19.891,HARD,4.0,True,2.0,3.0,,,210.0,194.0,257.0,278.0,False
LEC,16,27.0,74.819,19.384,35.463,19.972,HARD,5.0,True,2.0,3.0,,,209.0,193.0,258.0,278.0,False
LEC,16,28.0,74.849,19.425,35.519,19.905,HARD,6.0,True,2.0,2.0,,,209.0,194.0,259.0,279.0,False
LEC,16,29.0,74.205,19.391,35.168,19.646,HARD,7.0,True,2.0,2.0,,,212.0,198.0,259.0,280.0,True
LEC,16,30.0,75.131,19.432,35.598,20.101,HARD,8.0,True,2.0,2.0,,,209.0,191.0,261.0,283.0,False
LEC,16,31.0,76.773,19.539,36.835,20.399,HARD,9.0,True,2.0,2.0,,,199.0,184.0,260.0,283.0,False
LEC,16,32.0,76.418,19.948,36.351,20.119,HARD,10.0,True,2.0,2.0,,,199.0,190.0,261.0,282.0,False
LEC,16,33.0,75.515,19.733,35.914,19.868,HARD,11.0,True,2.0,2.0,,,202.0,195.0,259.0,278.0,False
LEC,16,34.0,74.98,19.548,35.618,19.814,HARD,12.0,True,2.0,2.0,,,209.0,196.0,258.0,278.0,False
LEC,16,35.0,74.349,19.304,35.311,19.734,HARD,13.0,True,2.0,2.0,,,212.0,197.0,258.0,276.0,False
LEC,16,36.0,74.055,19.337,35.063,19.655,HARD,14.0,True,2.0,2.0,,,212.0,198.0,258.0,277.0,True
LEC,16,37.0,74.105,19.251,35.202,19.652,HARD,15.0,True,2.0,2.0,,,211.0,198.0,258.0,277.0,False
LEC,16,38.0,74.57,19.364,35.376,19.83,HARD,16.0,True,2.0,2.0,,,212.0,198.0,258.0,278.0,False
LEC,16,39.0,74.14,19.278,35.19,19.672,HARD,17.0,True,2.0,2.0,,,211.0,202.0,258.0,278.0,False
LEC,16,40.0,74.056,19.219,35.094,19.743,HARD,18.0,True,2.0,2.0,,,214.0,199.0,258.0,278.0,False
LEC,16,41.0,74.835,19.418,35.406,20.011,HARD,19.0,True,2.0,2.0,,,207.0,196.0,260.0,277.0,False
LEC,16,42.0,75.133,19.694,35.573,19.866,HARD,20.0,True,2.0,2.0,,,193.0,194.0,258.0,277.0,False
LEC,16,43.0,74.556,19.41,35.327,19.819,HARD,21.0,True,2.0,2.0,,,208.0,197.0,259.0,277.0,False
LEC,16,44.0,74.265,19.419,35.154,19.692,HARD,22.0,True,2.0,2.0,,,207.0,199.0,258.0,278.0,False
LEC,16,45.0,74.21,19.302,35.232,19.676,HARD,23.0,True,2.0,2.0,,,206.0,200.0,258.0,278.0,False
LEC,16,46.0,74.339,19.39,35.275,19.674,HARD,24.0,True,2.0,2.0,,,208.0,198.0,259.0,278.0,False
LEC,16,47.0,74.534,19.397,35.357,19.78,HARD,25.0,True,2.0,2.0,,,209.0,198.0,258.0,278.0,False
LEC,16,48.0,74.731,19.359,35.489,19.883,HARD,26.0,True,2.0,2.0,,,209.0,198.0,261.0,282.0,False
LEC,16,49.0,91.977,19.562,35.663,36.752,HARD,27.0,True,2.0,3.0,7192.894,,202.0,196.0,,284.0,False
LEC,16,50.0,77.1,22.255,35.258,19.587,MEDIUM,4.0,False,3.0,3.0,,7216.472,198.0,199.0,258.0,275.0,False
LEC,16,51.0,74.368,19.521,35.29,19.557,MEDIUM,5.0,False,3.0,3.0,,,207.0,199.0,259.0,279.0,False
LEC,16,52.0,74.421,19.356,35.143,19.922,MEDIUM,6.0,False,3.0,3.0,,,209.0,196.0,259.0,282.0,False
LEC,16,53.0,75.407,19.479,35.548,20.38,MEDIUM,7.0,False,3.0,3.0,,,204.0,194.0,269.0,282.0,False
LEC,16,54.0,77.108,19.712,37.217,20.179,MEDIUM,8.0,False,3.0,3.0,,,202.0,193.0,265.0,286.0,False
LEC,16,55.0,74.497,19.395,35.412,19.69,MEDIUM,9.0,False,3.0,3.0,,,209.0,198.0,258.0,277.0,False
LEC,16,56.0,74.342,19.516,35.049,19.777,MEDIUM,10.0,False,3.0,3.0,,,209.0,200.0,258.0,277.0,False
LEC,16,57.0,74.442,19.432,35.253,19.757,MEDIUM,11.0,False,3.0,3.0,,,206.0,197.0,259.0,275.0,False
LEC,16,58.0,74.566,19.382,35.37,19.814,MEDIUM,12.0,False,3.0,3.0,,,202.0,199.0,260.0,278.0,False
LEC,16,59.0,74.707,19.482,35.396,19.829,MEDIUM,13.0,False,3.0,3.0,,,205.0,195.0,267.0,276.0,False
LEC,16,60.0,75.441,19.586,35.761,20.094,MEDIUM,14.0,False,3.0,3.0,,,201.0,195.0,268.0,279.0,False
LEC,16,61.0,75.405,19.841,35.716,19.848,MEDIUM,15.0,False,3.0,3.0,,,201.0,196.0,267.0,277.0,False
LEC,16,62.0,75.646,19.728,35.895,20.023,MEDIUM,16.0,False,3.0,3.0,,,200.0,195.0,267.0,278.0,False
LEC,16,63.0,75.365,19.608,35.805,19.952,MEDIUM,17.0,False,3.0,3.0,,,202.0,196.0,267.0,278.0,False
LEC,16,64.0,75.269,19.472,35.768,20.029,MEDIUM,18.0,False,3.0,3.0,,,206.0,198.0,267.0,279.0,False
LEC,16,65.0,75.395,19.567,35.972,19.856,MEDIUM,19.0,False,3.0,3.0,,,207.0,194.0,268.0,279.0,False
LEC,16,66.0,74.915,19.627,35.498,19.79,MEDIUM,20.0,False,3.0,3.0,,,204.0,197.0,268.0,280.0,False
LEC,16,67.0,74.925,19.537,35.464,19.924,MEDIUM,21.0,False,3.0,3.0,,,204.0,196.0,268.0,279.0,False
LEC,16,68.0,75.636,19.577,35.956,20.103,MEDIUM,22.0,False,3.0,3.0,,,203.0,194.0,269.0,280.0,False
LEC,16,69.0,76.104,19.867,36.076,20.161,MEDIUM,23.0,False,3.0,3.0,,,201.0,191.0,268.0,282.0,False
LEC,16,70.0,76.05,19.699,36.094,20.257,MEDIUM,24.0,False,3.0,3.0,,,198.0,194.0,269.0,284.0,False
LEC,16,71.0,76.31,19.751,36.139,20.42,MEDIUM,25.0,False,3.0,3.0,,,203.0,194.0,269.0,282.0,False
LEC,16,72.0,76.479,19.908,36.334,20.237,MEDIUM,26.0,False,3.0,3.0,,,194.0,192.0,268.0,283.0,False
LEC,16,73.0,76.349,19.9,36.26,20.189,MEDIUM,27.0,False,3.0,3.0,,,195.0,191.0,269.0,283.0,False
LEC,16,74.0,76.248,19.738,36.264,20.246,MEDIUM,28.0,False,3.0,3.0,,,202.0,191.0,270.0,286.0,False
LEC,16,75.0,76.343,19.854,36.252,20.237,MEDIUM,29.0,False,3.0,3.0,,,202.0,194.0,270.0,286.0,False
LEC,16,76.0,75.963,19.602,36.078,20.283,MEDIUM,30.0,False,3.0,3.0,,,205.0,194.0,269.0,286.0,False
LEC,16,77.0,76.11,19.785,36.111,20.214,MEDIUM,31.0,False,3.0,2.0,,,206.0,195.0,268.0,286.0,False
LEC,16,78.0,75.369,19.466,35.723,20.18,MEDIUM,32.0,False,3.0,2.0,,,210.0,196.0,255.0,284.0,False
STR,18,1.0,98.018,,42.088,23.312,HARD,2.0,False,1.0,16.0,,,155.0,179.0,110.0,270.0,False
STR,18,2.0,109.806,38.104,48.427,23.275,HARD,3.0,False,1.0,16.0,,,76.0,179.0,115.0,236.0,True
STR,18,3.0,109.353,32.616,47.59,29.147,HARD,4.0,False,1.0,16.0,,,89.0,173.0,191.0,224.0,True
STR,18,4.0,96.353,30.374,44.702,21.277,HARD,5.0,False,1.0,16.0,,,97.0,178.0,266.0,223.0,True
STR,18,5.0,80.285,21.136,37.834,21.315,HARD,6.0,False,1.0,16.0,,,186.0,186.0,260.0,279.0,True
STR,18,6.0,80.306,21.107,37.773,21.426,HARD,7.0,False,1.0,16.0,,,181.0,183.0,269.0,276.0,False
STR,18,7.0,81.196,21.189,38.295,21.712,HARD,8.0,False,1.0,16.0,,,168.0,183.0,268.0,266.0,False
STR,18,8.0,81.663,21.185,39.151,21.327,HARD,9.0,False,1.0,16.0,,,173.0,178.0,260.0,278.0,False
STR,18,9.0,82.321,20.895,39.29,22.136,HARD,10.0,False,1.0,16.0,,,174.0,180.0,269.0,237.0,False
STR,18,10.0,81.708,21.199,38.782,21.727,HARD,11.0,False,1.0,16.0,,,178.0,179.0,270.0,255.0,False
STR,18,11.0,80.118,20.998,37.856,21.264,HARD,12.0,False,1.0,16.0,,,179.0,183.0,268.0,274.0,True
STR,18,12.0,79.565,20.816,37.483,21.266,HARD,13.0,False,1.0,15.0,,,185.0,184.0,269.0,283.0,True
STR,18,13.0,79.387,20.858,37.526,21.003,HARD,14.0,False,1.0,14.0,,,182.0,185.0,260.0,277.0,True
STR,18,14.0,78.472,20.429,37.07,20.973,HARD,15.0,False,1.0,14.0,,,187.0,183.0,261.0,281.0,True
STR,18,15.0,79.347,20.875,37.163,21.309,HARD,16.0,False,1.0,14.0,,,177.0,186.0,269.0,278.0,False
STR,18,16.0,80.446,21.046,37.741,21.659,HARD,17.0,False,1.0,14.0,,,178.0,182.0,270.0,282.0,False
STR,18,17.0,97.825,21.311,38.216,38.298,HARD,18.0,False,1.0,18.0,4822.01,,171.0,181.0,,283.0,False
STR,18,18.0,79.563,23.073,36.169,20.321,HARD,2.0,False,2.0,18.0,,4845.968,196.0,191.0,258.0,277.0,False
STR,18,19.0,76.581,20.209,35.999,20.373,HARD,3.0,False,2.0,18.0,,,199.0,189.0,258.0,279.0,True
STR,18,20.0,76.433,20.176,35.82,20.437,HARD,4.0,False,2.0,18.0,,,197.0,190.0,258.0,278.0,True
STR,18,21.0,76.907,20.4,36.01,20.497,HARD,5.0,False,2.0,18.0,,,198.0,191.0,258.0,279.0,False
STR,18,22.0,76.673,20.102,36.126,20.445,HARD,6.0,False,2.0,18.0,,,200.0,191.0,258.0,279.0,False
STR,18,23.0,76.579,20.038,35.934,20.607,HARD,7.0,False,2.0,18.0,,,202.0,188.0,258.0,280.0,False
STR,18,24.0,77.042,20.183,36.423,20.436,HARD,8.0,False,2.0,18.0,,,197.0,189.0,258.0,280.0,False
STR,18,25.0,77.241,20.033,36.404,20.804,HARD,9.0,False,2.0,18.0,,,198.0,188.0,258.0,281.0,False
STR,18,26.0,78.901,20.279,36.541,22.081,HARD,10.0,False,2.0,16.0,,,192.0,188.0,261.0,281.0,False
STR,18,27.0,77.027,20.267,36.353,20.407,HARD,11.0,False,2.0,16.0,,,195.0,191.0,260.0,282.0,False
STR,18,28.0,77.272,19.992,36.526,20.754,HARD,12.0,False,2.0,16.0,,,202.0,187.0,269.0,280.0,False
STR,18,29.0,80.119,20.789,38.482,20.848,HARD,13.0,False,2.0,16.0,,,188.0,185.0,269.0,249.0,False
STR,18,30.0,80.246,20.663,38.818,20.765,HARD,14.0,False,2.0,16.0,,,193.0,175.0,268.0,281.0,False
STR,18,31.0,79.721,20.934,38.171,20.616,HARD,15.0,False,2.0,16.0,,,187.0,188.0,269.0,226.0,False
STR,18,32.0,80.498,21.639,37.764,21.095,HARD,16.0,False,2.0,16.0,,,140.0,183.0,269.0,282.0,False
STR,18,33.0,78.23,20.483,36.848,20.899,HARD,17.0,False,2.0,16.0,,,195.0,188.0,260.0,282.0,False
STR,18,34.0,80.199,20.533,38.933,20.733,HARD,18.0,False,2.0,16.0,,,192.0,185.0,261.0,229.0,False
STR,18,35.0,78.217,20.499,36.731,20.987,HARD,19.0,False,2.0,16.0,,,192.0,186.0,268.0,282.0,False
STR,18,36.0,78.912,20.626,37.419,20.867,HARD,20.0,False,2.0,16.0,,,189.0,187.0,269.0,281.0,False
STR,18,37.0,78.946,20.597,37.362,20.987,HARD,21.0,False,2.0,15.0,,,189.0,188.0,269.0,283.0,False
STR,18,38.0,78.252,20.484,36.93,20.838,HARD,22.0,False,2.0,15.0,,,192.0,189.0,269.0,282.0,False
STR,18,39.0,78.805,20.643,37.281,20.881,HARD,23.0,False,2.0,15.0,,,188.0,186.0,268.0,278.0,False
STR,18,40.0,78.785,20.603,37.37,20.812,HARD,24.0,False,2.0,15.0,,,191.0,188.0,270.0,272.0,False
STR,18,41.0,78.701,20.613,37.203,20.885,HARD,25.0,False,2.0,15.0,,,190.0,187.0,269.0,282.0,False
STR,18,42.0,77.363,20.237,36.682,20.444,HARD,26.0,False,2.0,15.0,,,197.0,190.0,268.0,281.0,False
STR,18,43.0,77.762,20.266,36.767,20.729,HARD,27.0,False,2.0,15.0,,,198.0,190.0,271.0,282.0,False
STR,18,44.0,78.615,20.473,37.227,20.915,HARD,28.0,False,2.0,14.0,,,192.0,189.0,269.0,281.0,False
STR,18,45.0,79.045,20.501,37.547,20.997,HARD,29.0,False,2.0,14.0,,,189.0,190.0,267.0,278.0,False
STR,18,46.0,79.02,20.615,37.482,20.923,HARD,30.0,False,2.0,14.0,,,185.0,186.0,270.0,280.0,False
STR,18,47.0,80.384,21.282,38.12,20.982,HARD,31.0,False,2.0,14.0,,,135.0,188.0,271.0,280.0,False
STR,18,48.0,78.618,20.584,37.342,20.692,HARD,32.0,False,2.0,14.0,,,185.0,187.0,269.0,283.0,False
STR,18,49.0,78.251,20.708,36.868,20.675,HARD,33.0,False,2.0,14.0,,,190.0,173.0,267.0,281.0,False
STR,18,50.0,79.001,20.586,37.524,20.891,HARD,34.0,False,2.0,14.0,,,191.0,189.0,269.0,282.0,False
STR,18,51.0,80.289,20.504,38.746,21.039,HARD,35.0,False,2.0,14.0,,,197.0,186.0,271.0,249.0,False
STR,18,52.0,82.255,21.675,39.791,20.789,HARD,36.0,False,2.0,14.0,,,145.0,189.0,263.0,279.0,False
STR,18,53.0,78.963,20.651,37.193,21.119,HARD,37.0,False,2.0,14.0,,,195.0,187.0,271.0,283.0,False
STR,18,54.0,79.793,21.43,37.317,21.046,HARD,38.0,False,2.0,14.0,,,186.0,188.0,269.0,284.0,False
STR,18,55.0,78.805,20.538,37.249,21.018,HARD,39.0,False,2.0,14.0,,,196.0,185.0,270.0,283.0,False
STR,18,56.0,78.365,20.513,36.976,20.876,HARD,40.0,False,2.0,14.0,,,198.0,186.0,270.0,283.0,False
STR,18,57.0,78.494,20.624,36.94,20.93,HARD,41.0,False,2.0,14.0,,,193.0,189.0,270.0,283.0,False
STR,18,58.0,78.116,20.326,36.895,20.895,HARD,42.0,False,2.0,14.0,,,196.0,187.0,270.0,283.0,False
STR,18,59.0,79.183,20.789,37.427,20.967,HARD,43.0,False,2.0,14.0,,,189.0,185.0,270.0,282.0,False
STR,18,60.0,78.58,20.536,37.253,20.791,HARD,44.0,False,2.0,14.0,,,192.0,187.0,272.0,282.0,False
STR,18,61.0,78.751,20.603,37.071,21.077,HARD,45.0,False,2.0,14.0,,,195.0,183.0,272.0,281.0,False
STR,18,62.0,78.282,20.257,37.032,20.993,HARD,46.0,False,2.0,14.0,,,195.0,185.0,271.0,284.0,False
STR,18,63.0,78.974,20.602,37.086,21.286,HARD,47.0,False,2.0,14.0,,,188.0,185.0,272.0,283.0,False
STR,18,64.0,97.177,20.516,37.06,39.601,HARD,48.0,False,2.0,18.0,8534.083,,195.0,185.0,,283.0,False
STR,18,65.0,77.944,22.153,35.691,20.1,MEDIUM,2.0,False,3.0,18.0,,8559.958,200.0,191.0,262.0,281.0,False
STR,18,66.0,74.886,19.467,35.49,19.929,MEDIUM,3.0,False,3.0,18.0,,,212.0,195.0,261.0,282.0,True
STR,18,67.0,74.877,19.652,35.303,19.922,MEDIUM,4.0,False,3.0,18.0,,,205.0,195.0,262.0,283.0,True
STR,18,68.0,75.326,19.389,35.599,20.338,MEDIUM,5.0,False,3.0,18.0,,,206.0,194.0,262.0,283.0,False
STR,18,69.0,75.247,19.555,35.425,20.267,MEDIUM,6.0,False,3.0,17.0,,,201.0,196.0,262.0,285.0,False
STR,18,70.0,76.215,19.819,36.204,20.192,MEDIUM,7.0,False,3.0,17.0,,,199.0,196.0,262.0,285.0,False
STR,18,71.0,76.555,19.91,36.118,20.527,MEDIUM,8.0,False,3.0,17.0,,,194.0,195.0,263.0,284.0,False
STR,18,72.0,76.161,19.651,35.924,20.586,MEDIUM,9.0,False,3.0,17.0,,,199.0,195.0,263.0,283.0,False
STR,18,73.0,75.952,19.627,36.078,20.247,MEDIUM,10.0,False,3.0,16.0,,,201.0,192.0,271.0,284.0,False
STR,18,74.0,77.061,19.81,37.098,20.153,MEDIUM,11.0,False,3.0,16.0,,,198.0,187.0,271.0,291.0,False
STR,18,75.0,76.313,19.87,36.305,20.138,MEDIUM,12.0,False,3.0,16.0,,,201.0,193.0,273.0,289.0,False
STR,18,76.0,77.596,20.154,36.818,20.624,MEDIUM,13.0,False,3.0,15.0,,,197.0,188.0,260.0,288.0,False
TSU,22,1.0,110.476,,40.335,39.397,SOFT,1.0,True,1.0,17.0,3455.742,,164.0,180.0,,274.0,False
TSU,22,2.0,108.876,31.845,47.901,29.13,HARD,1.0,True,2.0,17.0,,3480.228,129.0,155.0,178.0,251.0,False
TSU,22,3.0,108.545,30.346,50.636,27.563,HARD,2.0,True,2.0,17.0,,,124.0,119.0,176.0,219.0,True
TSU,22,4.0,93.097,30.659,41.483,20.955,HARD,3.0,True,2.0,17.0,,,113.0,183.0,254.0,272.0,True
TSU,22,5.0,78.663,21.055,36.977,20.631,HARD,4.0,True,2.0,17.0,,,190.0,185.0,255.0,275.0,True
TSU,22,6.0,78.281,20.891,36.667,20.723,HARD,5.0,True,2.0,17.0,,,194.0,187.0,255.0,277.0,True
TSU,22,7.0,79.157,20.886,37.098,21.173,HARD,6.0,True,2.0,17.0,,,193.0,184.0,257.0,280.0,False
TSU,22,8.0,83.351,21.096,40.024,22.231,HARD,7.0,True,2.0,17.0,,,188.0,145.0,255.0,283.0,False
TSU,22,9.0,79.611,20.404,37.584,21.623,HARD,8.0,True,2.0,17.0,,,191.0,184.0,265.0,271.0,False
TSU,22,10.0,81.823,21.099,38.939,21.785,HARD,9.0,True,2.0,17.0,,,173.0,183.0,259.0,270.0,False
TSU,22,11.0,80.088,20.929,37.89,21.269,HARD,10.0,True,2.0,17.0,,,169.0,184.0,265.0,275.0,False
TSU,22,12.0,79.637,20.862,37.54,21.235,HARD,11.0,True,2.0,16.0,,,183.0,185.0,264.0,275.0,False
TSU,22,13.0,79.301,20.856,37.714,20.731,HARD,12.0,True,2.0,15.0,,,180.0,185.0,265.0,270.0,False
TSU,22,14.0,78.775,20.772,37.026,20.977,HARD,13.0,True,2.0,15.0,,,181.0,181.0,258.0,275.0,False
TSU,22,15.0,79.086,20.68,37.202,21.204,HARD,14.0,True,2.0,15.0,,,186.0,183.0,265.0,272.0,False
TSU,22,16.0,80.444,20.925,37.78,21.739,HARD,15.0,True,2.0,15.0,,,181.0,182.0,264.0,269.0,False
TSU,22,17.0,81.081,21.183,38.321,21.577,HARD,16.0,True,2.0,14.0,,,174.0,184.0,262.0,270.0,False
TSU,22,18.0,79.608,20.927,37.48,21.201,HARD,17.0,True,2.0,14.0,,,184.0,184.0,263.0,268.0,False
TSU,22,19.0,79.752,21.07,37.72,20.962,HARD,18.0,True,2.0,14.0,,,184.0,182.0,264.0,272.0,False
TSU,22,20.0,78.896,20.827,37.43,20.639,HARD,19.0,True,2.0,14.0,,,184.0,188.0,263.0,275.0,False
TSU,22,21.0,77.885,20.562,36.776,20.547,HARD,20.0,True,2.0,14.0,,,183.0,189.0,264.0,278.0,True
TSU,22,22.0,77.395,20.332,36.546,20.517,HARD,21.0,True,2.0,14.0,,,193.0,189.0,263.0,277.0,True
TSU,22,23.0,76.933,20.268,36.241,20.424,HARD,22.0,True,2.0,14.0,,,197.0,190.0,263.0,279.0,True
TSU,22,24.0,77.026,20.125,36.485,20.416,HARD,23.0,True,2.0,14.0,,,194.0,193.0,257.0,277.0,False
TSU,22,25.0,78.413,20.113,36.98,21.32,HARD,24.0,True,2.0,14.0,,,198.0,188.0,264.0,273.0,False
TSU,22,26.0,79.53,21.007,37.213,21.31,HARD,25.0,True,2.0,14.0,,,176.0,187.0,258.0,274.0,False
TSU,22,27.0,79.565,20.804,37.494,21.267,HARD,26.0,True,2.0,14.0,,,183.0,184.0,258.0,274.0,False
TSU,22,28.0,79.786,20.978,37.38,21.428,HARD,27.0,True,2.0,14.0,,,174.0,184.0,259.0,273.0,False
TSU,22,29.0,79.313,20.802,37.243,21.268,HARD,28.0,True,2.0,14.0,,,186.0,187.0,264.0,274.0,False
TSU,22,30.0,80.165,21.304,37.579,21.282,HARD,29.0,True,2.0,14.0,,,137.0,183.0,260.0,278.0,False
TSU,22,31.0,80.088,21.495,37.505,21.088,HARD,30.0,True,2.0,14.0,,,138.0,178.0,264.0,279.0,False
TSU,22,32.0,80.951,21.563,38.655,20.733,HARD,31.0,True,2.0,14.0,,,130.0,181.0,259.0,276.0,False
TSU,22,33.0,78.035,20.354,36.853,20.828,HARD,32.0,True,2.0,14.0,,,186.0,189.0,257.0,278.0,False
TSU,22,34.0,78.623,20.607,37.058,20.958,HARD,33.0,True,2.0,14.0,,,189.0,190.0,266.0,277.0,False
TSU,22,35.0,80.269,20.798,37.443,22.028,HARD,34.0,True,2.0,14.0,,,182.0,186.0,260.0,277.0,False
TSU,22,36.0,78.945,20.81,37.254,20.881,HARD,35.0,True,2.0,14.0,,,188.0,183.0,266.0,279.0,False
TSU,22,37.0,78.933,20.681,37.202,21.05,HARD,36.0,True,2.0,13.0,,,189.0,186.0,265.0,275.0,False
TSU,22,38.0,78.168,20.426,36.964,20.778,HARD,37.0,True,2.0,13.0,,,184.0,189.0,265.0,275.0,False
TSU,22,39.0,78.879,20.667,37.289,20.923,HARD,38.0,True,2.0,13.0,,,185.0,189.0,265.0,274.0,False
TSU,22,40.0,78.913,20.591,37.253,21.069,HARD,39.0,True,2.0,13.0,,,185.0,187.0,266.0,272.0,False
TSU,22,41.0,78.272,20.474,37.09,20.708,HARD,40.0,True,2.0,13.0,,,189.0,186.0,265.0,280.0,False
TSU,22,42.0,77.292,20.098,36.551,20.643,HARD,41.0,True,2.0,13.0,,,198.0,187.0,260.0,278.0,False
TSU,22,43.0,78.05,20.261,37.014,20.775,HARD,42.0,True,2.0,13.0,,,192.0,187.0,264.0,278.0,False
TSU,22,44.0,78.827,20.596,37.078,21.153,HARD,43.0,True,2.0,13.0,,,192.0,179.0,262.0,278.0,False
TSU,22,45.0,79.266,20.609,37.751,20.906,HARD,44.0,True,2.0,13.0,,,193.0,186.0,262.0,274.0,False
TSU,22,46.0,79.246,20.706,37.582,20.958,HARD,45.0,True,2.0,13.0,,,183.0,188.0,267.0,274.0,False
TSU,22,47.0,80.203,20.676,38.516,21.011,HARD,46.0,True,2.0,13.0,,,178.0,189.0,266.0,240.0,False
TSU,22,48.0,78.979,20.724,37.437,20.818,HARD,47.0,True,2.0,13.0,,,181.0,184.0,259.0,281.0,False
TSU,22,49.0,77.998,20.189,36.962,20.847,HARD,48.0,True,2.0,13.0,,,192.0,185.0,260.0,277.0,False
TSU,22,50.0,79.205,20.616,37.502,21.087,HARD,49.0,True,2.0,13.0,,,186.0,181.0,263.0,276.0,False
TSU,22,51.0,80.267,20.423,37.604,22.24,HARD,50.0,True,2.0,13.0,,,191.0,178.0,267.0,279.0,False
TSU,22,52.0,81.891,20.923,38.889,22.079,HARD,51.0,True,2.0,13.0,,,184.0,176.0,267.0,280.0,False
TSU,22,53.0,79.395,20.861,37.35,21.184,HARD,52.0,True,2.0,13.0,,,187.0,178.0,265.0,278.0,False
TSU,22,54.0,79.566,20.993,37.495,21.078,HARD,53.0,True,2.0,13.0,,,143.0,179.0,266.0,282.0,False
TSU,22,55.0,78.811,20.522,37.29,20.999,HARD,54.0,True,2.0,13.0,,,194.0,177.0,268.0,282.0,False
TSU,22,56.0,78.408,20.499,37.026,20.883,HARD,55.0,True,2.0,13.0,,,196.0,185.0,266.0,281.0,False
TSU,22,57.0,78.497,20.449,37.102,20.946,HARD,56.0,True,2.0,13.0,,,193.0,184.0,266.0,281.0,False
TSU,22,58.0,78.253,20.183,37.071,20.999,HARD,57.0,True,2.0,13.0,,,201.0,180.0,267.0,281.0,False
TSU,22,59.0,79.028,20.736,37.412,20.88,HARD,58.0,True,2.0,13.0,,,194.0,181.0,267.0,281.0,False
TSU,22,60.0,78.81,20.485,37.386,20.939,HARD,59.0,True,2.0,13.0,,,189.0,185.0,266.0,279.0,False
TSU,22,61.0,78.547,20.249,37.332,20.966,HARD,60.0,True,2.0,13.0,,,196.0,183.0,266.0,280.0,False
TSU,22,62.0,78.43,20.205,37.246,20.979,HARD,61.0,True,2.0,13.0,,,194.0,183.0,265.0,280.0,False
TSU,22,63.0,78.923,20.5,37.194,21.229,HARD,62.0,True,2.0,13.0,,,189.0,182.0,267.0,281.0,False
TSU,22,64.0,78.512,20.46,37.08,20.972,HARD,63.0,True,2.0,13.0,,,192.0,183.0,266.0,280.0,False
TSU,22,65.0,77.611,20.035,36.828,20.748,HARD,64.0,True,2.0,13.0,,,202.0,181.0,266.0,280.0,False
TSU,22,66.0,77.61,20.104,37.102,20.404,HARD,65.0,True,2.0,13.0,,,204.0,186.0,266.0,279.0,False
TSU,22,67.0,75.969,19.904,35.962,20.103,HARD,66.0,True,2.0,13.0,,,202.0,195.0,258.0,280.0,True
TSU,22,68.0,75.966,19.717,36.084,20.165,HARD,67.0,True,2.0,13.0,,,211.0,194.0,259.0,279.0,True
TSU,22,69.0,78.332,19.727,38.085,20.52,HARD,68.0,True,2.0,12.0,,,204.0,189.0,259.0,243.0,False
TSU,22,70.0,76.046,19.803,36.101,20.142,HARD,69.0,True,2.0,12.0,,,208.0,195.0,258.0,279.0,False
TSU,22,71.0,75.607,19.779,35.83,19.998,HARD,70.0,True,2.0,12.0,,,209.0,195.0,258.0,279.0,True
TSU,22,72.0,75.32,19.713,35.682,19.925,HARD,71.0,True,2.0,12.0,,,210.0,196.0,258.0,278.0,True
TSU,22,73.0,91.926,19.623,35.537,36.766,HARD,72.0,True,2.0,17.0,9221.231,,207.0,196.0,,278.0,False
TSU,22,74.0,79.467,23.105,36.228,20.134,MEDIUM,1.0,True,3.0,17.0,,9245.123,196.0,187.0,258.0,281.0,False
